brand,model,text,source
volkswagen,polo,"What Car? says...The Volkswagen Polo has always been highly regarded but for most of its life it's played second fiddle to its big brother. You know the one we’re talking about – the iconic Golf.The current Polo is the biggest and best to drive yet, so while it remains a small car, it's far from overshadowed by VW's incredibly popular family car. Add to that a classy, roomy interior and a range of petrol engines to choose from, and it's hardly surprising that it's a huge seller in its own right.Those traits also help the Polo to stand out against a seriously accomplished crowd of rivals, including the very practical Honda Jazz, the sporty Seat Ibiza and the comfort-focused Skoda Fabia.So is the VW Polo still a contender among the best small cars out there? That’s what we’ll tell you in this review – read on to find out how we rate it.OverviewThe VW Polo is a great all-rounder that's smart, comfortable and roomy inside, and good to drive. While it has a higher list price than some small cars, that’s largely offset by competitive monthly finance rates and strong resale values. However, hybrid rivals offer better fuel economy and the Skoda Fabia is even more comfy and refined.Good to driveGenerous interior spaceComfortable rideFiddly touch-sensitive controlsGutless entry-level petrolReliability could be betterNew car deals Best price from £18,980Estimated from £252pmAvailable nowFrom £18,980Leasing dealsFrom £227pm Our Pick Volkswagen Polo 1.0 TSI Life 5dr review Read our version reviewRRP £21,470See the full rangePerformance & driveWhat it’s like to drive, and how quiet it isStrengths+One of the best-riding small cars+Composed on a twisty road+Good turbocharged enginesWeaknesses-Entry-level engine is gutless-Some rivals are more fun to drive-Automatic gearbox can be jerky at low speedsEngine, 0-60mph and gearboxOur pick of the VW Polo’s engine line-up is the 1.0-litre TSI 95. While its 94bhp output might sound a bit weedy and the 0-62mph time of 10.8 seconds is not that brisk, it pulls strongly from low revs.",Whatcar
renault,clio,"What Car? says...We’re used to the Renault Clio having image changes like they're going out of fashion, and the latest version has been restyled to match the French manufacturer’s newest models.As a result, the Clio has a front-end design similar to two bigger cars, the Renault Austral and Renault Megane. Like the Austral, it’s available with a 1.6-litre hybrid petrol engine – but you can also have your Clio as a 1.0-litre petrol.Of course, the Clio isn't the only small car you can get with hybrid tech these days – the Honda Jazz and Toyota Yaris have been using it for years.Renault Clio video reviewThere are also plenty of rivals with non-hybrid petrol engines in this hotly contested class, ranging from the Audi A1 and Skoda Fabia to the Suzuki Swift and VW Polo. So does the Renault Clio hold its own against the best small cars? Read on to find out...Learn more about the Clio from RenaultOverviewThe Renault Clio represents even stronger value than before and its wide range of abilities makes it a great choice over its rivals. Indeed, it’s fun to drive without sacrificing comfort, its interior is smart and there’s plenty of standard kit. We like the smooth E-Tech 145 hybrid version, but the TCe 90 in Techno trim is a better option for most buyers. Smart interior is packed with equipmentGood ride and handling balancePractical bootTight for taller adults in the rear seatsSlightly firm low-speed rideHigh boot loading lipNew car deals Best price from £16,895Estimated from £222pmAvailable nowFrom £16,895Leasing dealsFrom £204pm Our Pick Renault Clio 1.0 TCe 90 Techno 5dr review Read our version reviewRRP £18,995See the full rangePerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Nimble to drive without sacrificing much comfort+Hybrid is hushed around townWeaknesses-Slightly choppy low-speed ride-Some rivals have smoother and punchier enginesEngine, 0-60mph and gearboxWith 90bhp from its 1.0-litre, three-cylinder petrol engine and a 0-62mph time of 12.2 seconds, the Renault Clio TCe 90 is fine for dashing around town. True, the Skoda Fabia 1.0 TSI 95 feels stronger in the mid-range, but if you drop down a gear using the Clio's six-speed manual gearbox it has enough oomph to overtake slower traffic or get up a steep incline.",Whatcar
renault,5-e-tech,"What Car? says...The Renault 5 isn’t the first car from a bygone era to make a comeback, but we reckon it could prove just as successful as other efforts (including the reimagined Fiat 500 and Mini). Indeed, the hatchback that took the small car market by storm in the early 70s has been reinvented for the modern era – although just like the original, the new Renault 5 aims to offer stylish, versatile and affordable motoring for the masses.The biggest change, other than perhaps the increase in size and safety provisions, is what powers the Renault 5. The original was designed to sip fuel during the first oil crisis but this latest model doesn’t use any petrol at all – it’s a fully electric car.Renault 5 video reviewThe 5 isn’t the only small electric car with lofty ambitions of course. As well as the Fiat 500e and Mini Cooper Electric, it has to contend with more modern-looking alternatives, including the Citroën ë-C3, Hyundai Inster and Peugeot e-208.So, does the Renault 5 have the range, charging capability and driving manners to compete with the best electric cars? Well, it impressed us enough to win our 2025 Car of Year Award so it's certainly a very fine choice. Read on to find out why…",Whatcar
renault,symbioz,"What Car? says...The Renault Symbioz name might sound like it was invented to give Countdown players the fear but it makes sense for this hybrid family SUV.You see, it's derived from symbiosis – meaning living and working well together – and that's pretty apt given that the Symbioz needs to flourish in Renault’s busy SUV line-up. It's one of a handful of SUVs the brand now sells, ranging from the Renault Captur to the Renault Austral.In fact, you could think of the Symbioz as a lovechild of those two SUVs: it's built on the same underpinnings as the Captur but is much closer in size to the Austral.What about rivals? Well, the best known is the Nissan Qashqai but there are plenty of others, including the Hyundai Tucson and Kia Sportage. Or if you can do without full-hybrid tech, there's also the Mazda CX-5, Seat Ateca and Skoda Karoq.Is the Renault Symbioz up to the job of challenging the best family SUVs? Let's find out...OverviewThe Renault Symbioz undercuts the likes of the Nissan Qashqai on price and it's hybrid engine delivers impressive real-world fuel economy. Unfortunately, it’s badly let down by its choppy ride, noisy driving manners, budget-feeling interior and disappointing safety score. In short, there are far better alternatives.Keen list priceGreat real-world fuel economySliding rear seats add versatilityMediocre to driveCheap-feeling interiorDisappointing safety scoreNew car deals Best price from £25,995Estimated from £300pmAvailable nowFrom £25,995Leasing dealsFrom £250pm Our Pick Renault Symbioz 1.6 E-Tech FHEV 145 Techno 5dr Auto review Read our version reviewRRP £29,495See the full rangePerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Nippy around town on the electric motor+Quiet at very low speedsWeaknesses-Light, vague steering doesn’t inspire confidence-Choppy ride-Lots of wind and engine noise at speedThere's no choice of engines here: the Renault Symbioz is offered exclusively in hybrid form – take it or leave it. It combines a 1.6-litre petrol engine with two electric motors for a combined 141bhp, which is all sent to the front wheels (there's no four-wheel-drive option).",Whatcar
renault,megane-etech-electric,"What Car? says...If you go to a party and most guests are unfamiliar, it's tempting to make a beeline for the people you do know. Likewise, while the all-electric Renault Megane E-Tech is like no other Megane before it, its familiar name might attract potential buyers new to electric cars.From photos it can be tricky to judge the size of the Megane because it looks like a hatchback, but one that’s also wearing chunky, SUV-like styling. However, in reality it's actually closer in size to the MG4 than, say, the Kia EV6.That plus the change in power source means that while the previous-generation Megane was a rival to big-name family cars such as the Ford Focus and VW Golf, the latest model is up against the likes of the Cupra Born and VW ID 3.Renault Megane E-Tech video reviewSo how does the Renault Megane E-Tech compare with rivals for range, performance, practicality and so on? Read on to find out how we rate it against the best electric cars...OverviewThe Renault Megane E-Tech is well worth considering if you're looking for an electric car that’s comfortable and quiet to drive on motorways. Its range is competitive and there’s plenty of standard kit, but its disappointing predicted depreciation and tight back seats hold it back from being a class leader.Strong performanceComfortable ride – even on 20in alloysGreat driving positionRelatively heavy depreciationRivals have more rear spaceGrabby brake-pedal responseNew car deals Best price from £28,495Estimated from £318pmAvailable nowFrom £28,495Leasing dealsFrom £279pmPerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Strong performance+Quiet to drive+Comfortable rideWeaknesses-Front wheels occasionally struggle for traction-Inconsistent brake-pedal feel at low speedsEvery Renault Megane has a 215bhp electric motor driving its front wheels, and that makes it fairly nippy. In our tests, it managed 0-60mph in 6.9 seconds – fractionally quicker than the equivalent Cupra Born or MG4 EV.",Whatcar
renault,austral,"What Car? says...Sometimes it’s refreshing to just have a massive clearout. You know, throw away all the clothes you don’t wear, or give away whatever superfluous tat you may have accumulated over the years to a charity shop so you can start afresh. And it was perhaps similar thinking that led to the Renault Austral.This family SUV is the successor to the Renault Kadjar, retaining almost nothing from its predecessor. Plus, there are no traditional engines in the Austral line-up; all versions get a regular hybrid set-up that allows you to drive short distances on electric power alone.Of course, the Austral is far from the only family SUV that comes as a hybrid. For example, you might also consider the Honda ZR-V and Kia Sportage. Or, alternatively, the latter is available as a plug-in hybrid (PHEV) with a much longer electric range – as is the Hyundai Tucson and Toyota C-HR.So, is the Renault Austral good enough to rank among the best family SUVs available in the UK right now? Read on to find out...",Whatcar
renault,captur,"What Car? says...The smallest member of a family often copies their bigger brothers or sisters – and the Renault Captur has done the same. You see, it now looks more like Renault's larger SUVs than ever.Visually, the latest Captur mimics the Renault Rafale and the electric Renault Scenic rather than looking like a jacked-up Renault Clio (a criticism you might have levelled at previous versions of the Captur). It's been updated in other ways too, with the addition of a new Google-based infotainment system and interior materials Renault says are more sustainable. The upholstery in the new range-topping Esprit Alpine trim, for example, apparently contains 26% recycled and recyclable fabric.Renault Captur video reviewThe 2024 updates were definitely needed to help the Captur stay competitive in the dog-eat-dog world of the best small SUVs – but are they enough?Read on to find out how the latest Renault Captur stacks up against rivals ranging from the Ford Puma and Skoda Kamiq to the Toyota Yaris Cross and VW T-Cross...",Whatcar
renault,scenic-e-tech,"What Car? says...Brands live or die by moving with the times and reacting to demand – and the team behind the Renault Scenic E-Tech appears to have done just that.You see, while the Scenic was historically an unfashionable MPV shaped a bit like a van, this latest version has morphed into an electric SUV. Okay, it's not exactly a Range Rover but it does offer a higher driving position than a regular hatchback, along with chunkier styling.The Scenic also continues the tradition of being a more practical alternative to the Renault Megane (which is now an electric car too) and the bigger of two batteries it's available with offers an impressively long range between charges.Renault Scenic video reviewThe Renault Scenic is a bit smaller (and cheaper) than alternatives such as the Kia EV6 and Tesla Model Y but it's slightly larger than the Kia Niro EV. So is it the perfect compromise for you? Or are there better electric SUVs available for the money? Read on to find out...",Whatcar
renault,rafale,"What Car? says...Cars inspired by planes are nothing new but the Renault Rafale we're reviewing here has one of the best claims to fame. It’s named after the Caudron-Renault Rafale – a 1934 racing plane that resulted from Louis Renault’s fascination with speed and flying.The winged Rafale broke records and won awards, and we imagine Renault would love to replicate its success with the four-wheeled version we're reviewing here. To help it out, the Rafale (car) has underpinnings part-developed by sports-car maker Alpine and a choice of two hybrid engines.The thing is, though, the Rafale is entering a competitive market and is up against the similarly sleek Cupra Formentor and Peugeot 408 as well as the premium-badged Audi Q3 Sportback and BMW X2. So does it have what it takes to stand out?Read on as we compare the Renault Rafale with its main family SUV rivals...OverviewThe Renault Rafale impresses when it comes to standard equipment, interior quality and efficiency, but it's not as sharp to drive or comfortable as some of its less-expensive rivals. If you do buy one, we recommend going for the Hybrid 200 in entry-level Techno trim – although company car drivers will be better off with the PHEV version.Plenty of interior spaceLoads of standard kitUser-friendly interiorHyperactive steeringRivals are cheaper to buyCupra Formentor is sharper to driveNew car deals Best price from £34,490Estimated from £379pmAvailable nowFrom £36,985Leasing dealsFrom £297pm Our Pick Renault Rafale E-Tech Full Hybrid Techno 5dr Auto review Read our version reviewRRP £38,195See the full rangePerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Smooth hybrid system+Refined at speedWeaknesses-Firm ride-Four-wheel steering is very light-Not particularly sharp or fun to driveThe entry-level Renault Rafale is the Hybrid 200, which combines a 1.2-litre turbocharged petrol engine with a couple of electric motors and a small battery. The system’s total power output is 197bhp and the Hybrid 200 can officially manage 0-62mph in a respectable 8.9 seconds.",Whatcar
renault,arkana,"What Car? says...If the term coupé SUV makes you think, ""Sounds expensive"", the Renault Arkana might change your mind. Yes, there are coupé SUVs with big price tags – but the Arkana isn't one of them.The Arkana gives you slinky styling, a healthy dash of practicality and the raised driving position SUV buyers adore, all at a price that’ll have you slapping your back pocket in appreciation. Plus it's a regular hybrid so your petrol bills should be manageable too.Sadly for Renault, it's not the only relatively affordable family SUV with coupé styling. Potential buyers will also want to check out another hybrid model, the Toyota C-HR, along with the BMW X2, the Cupra Formentor and the VW Taigo.Read on to find out how we rate the Renault Arkana against the best family SUVs...OverviewIf you want an affordable coupé SUV that’s decently practical and efficient, the Renault Arkana delivers, but it's not particularly brisk and the ride is on the firm side. In fact, we’d consider the VW Taigo or, if you can, spend a little more on the quicker and more comfortable Cupra Formentor.Low running costsCompetitively pricedKeen handlingNot particularly nippyLimited rear head roomPoor rear visibilityPerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Keen handling+Smooth hybrid system+Fairly refinedWeaknesses-Very firm-Engine can be quite noisyChoosing which engine to have in your Renault Arkana won’t be hard: there’s only one option. Badged the E-Tech Full Hybrid 145, it combines a 1.6-litre petrol engine with a small battery and an electric motor.Total power is 143bhp, and because the electric motor works instantly at low speeds, it's fine for pottering around town. Once outside the city limits where the Arkana's non-turbocharged petrol engine takes over, acceleration is noticeably less sprightly, leading to a 0-62mph time of 10.8 seconds. That's slower than many cheaper alternatives, such as the Citroën C4.",Whatcar
renault,zoe,"What Car? says...The Renault Zoe Van has several things going for it, chiefly that it’s cheap to run and can take you further than any other electric powered van.Despite those positives, this Zoe isn't really a van as you know it. Like the rival Ford Fiesta Van, this small hatchback is a rear-seats-out conversion from the passenger car, with a mesh bulkhead and flat floor.That makes it a very small car-based van, with a load volume of just 0.51m3 and a maximum payload of just 387kg – by comparison, the Ford Fiesta Van has just under 1m3 and a 530kg payload allowance.Power comes from an electric motor producing 107bhp, while the battery is a 52kWh pack that is capable of taking you up to 245 miles on a single charge. The option of specifying it with a fast charging system of up to 50kW also means that an 80% charge can be added in just 70 minutes. Alternatively the Zoe Van is fitted with a so-called Chameleon charger, which can adapt 3kW to 22kW supplies.Other, larger rivals for the Zoe van include the Fiat Fiorino and the now discontinued but much-missed Vauxhall Corsavan.",Whatcar
peugeot,208,"What Car? says...You can always rely on a French car maker to build a stylish small car. Whether it’s any good or not is another question entirely, but the current Peugeot 208 is one of the good ones.Let's be clear: this is a completely different model to the first-generation 208. That's marvellous news, because the original wasn't very good, and struggled to compete with rivals such as the Seat Ibiza and VW Polo. This second-generation car presents much more of a challenge to them.Better still, the current 208 doesn’t just stack up well against those mainstream rivals. The more expensive versions in the range are genuine alternatives to the premium badge-wearing Audi A1 with its impressive interior and comfortable ride.It all sounds pretty good so far, but how do we rate the Peugeot 208 against the best small cars and, more importantly, should you buy one? Read on to find out...The 2025 What Car? Reliability Survey is live, tell us about your car nowOverviewThe Peugeot 208 is one of the best small cars in the UK, and stands out for ride comfort, interior quality and hushed cruising manners, although it's not as much fun to drive as a Renault Clio. We recommend mid-spec Allure trim with the punchy and efficient 1.2 Puretech 100 engine, although there are also two regular hybrid engines available.Very comfortable for a small carSmart and high-quality interiorPunchy and frugal 1.2 Puretech 100 petrol engineSteering wheel design can cause issuesSo-so infotainment systemRivals are more fun to driveNew car deals Best price from £16,995Estimated from £236pmAvailable nowFrom £16,995Leasing dealsFrom £246pmPerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Very comfortable ride+Strong yet frugal and refined enginesWeaknesses-Rivals are better to drive-Quite a bit of road noiseEngine, 0-60mph and gearboxUnless you go for the all-electric Peugeot e-208 (which we've reviewed separately) you'll get either a petrol or hybrid petrol engine.",Whatcar
peugeot,e-208,"What Car? says...Thinking about buying an electric car but don't want to shout it from the rooftops? The Peugeot e-208 could be the model for you.That's because, unlike many of its rivals, this isn't a bespoke electric vehicle (EV) designed to stand out from ""normal"" petrol and diesel cars. The e-208 is just a Peugeot 208 with a big battery and an electric motor instead of an engine with cylinders and pistons.Indeed, the only real visual differences compared with petrol versions of the 208 are a discreet E badging on the rear haunches of the car and the absence of an exhaust pipe.So, how does the Peugeot e-208 stack up against rival small electric cars, including the BYD Dolphin, MG4 EV and Vauxhall Corsa Electric (which shares many of its parts with the e-208)? Read on and we'll tell you everything you need to know.OverviewThe Peugeot e-208 is smart inside and decent to drive but remains an expensive option in the small electric car class. Newer rivals such as the MG4 are more practical and better value. We'd recommend entry-level Active trim because it keeps the price respectable and comes with enough standard equipment.Smart interiorDecent to driveWell equippedExpensiveCramped in the backDriving position won’t suit everyoneNew car deals Best price from £16,995Estimated from £236pmAvailable nowFrom £16,995Leasing dealsFrom £246pmPerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Quieter than most rivals+Comfortable ride+Respectable performanceWeaknesses-Rivals can travel further between charges​​There are two versions of the Peugeot e-208. The cheapest one has a 46.3kWh (usable capacity) battery and a 134bhp electric motor. It’s nippy enough (0-62mph takes 8.1 seconds), although not as quick as the BYD Dolphin or MG4.",Whatcar
peugeot,2008,"What Car? says...Fortune favours the brave, and setting your sights high is never a bad thing – just imagine if NASA had decided that going to the Moon was too much of a lofty goal. That’s why we like that the Peugeot 2008 has high ambitions.How so? Well, for decades Peugeot has been duking it out with the so-called mainstream brands (and is still doing so today), but the upper end of the 2008's engine and trim range gives this small SUV a price tag that strays into the territory of the more premium Audi Q2 and Lexus LBX.Peugeot 2008 video reviewDoes it justify setting its sights on posher rivals? That's a question we'll be answering in this review. We'll also tell you how we rate the 2008 against its rivals, ranging from the Ford Puma and Renault Captur to the Skoda Kamiq and Volkswagen T-Roc.Read on to find out everything you need to know about the petrol-powered Peugeot 2008. Or if you're interested in the fully electric version see our Peugeot e-2008 review.",Whatcar
peugeot,e-2008,"What Car? says...The Peugeot e-2008 is what you might call a ""stealth electric SUV"". Not because its battery and motor mean it's quiet on the move, but because you'd be hard-pressed to tell it apart at a glance from its petrol-powered twin, the 2008.In other words, the e-2008 doesn't have the outlandish styling some of the electric car models you'll see have adopted. Whether you like that or not is up to you – we're here to tell you whether or not it's worth buying.Peugeot e-2008 video reviewFirst you need to know what the e-2008 competes against in the increasingly competitive electric SUV class. Well, the main rivals include the Hyundai Kona Electric, the Kia Niro EV and the Smart #1.Read on to find out how we rate the Peugeot e-2008 for performance, driving range, practicality, comfort, value and more.OverviewThe Peugeot E-2008 has a classy and comfortable interior with a decent level of practicality but it doesn't stand out in enough areas to be a strong competitor. It’s also predicted to be expensive to run for private buyers due to depreciation. Top-spec versions look expensive, so we reckon mid-level Allure is the best trim choice.Smart, solid-feeling interiorImpressively quiet and comfortableStrong efficiency makes the most of smaller battery capacitySome rivals have a longer rangeDriving position won’t suit everyoneLimited rear seat spaceNew car deals Best price from £21,799Estimated from £298pmAvailable nowFrom £21,799Leasing dealsFrom £389pm Our Pick Peugeot 2008 1.2 PureTech 130 Allure 5dr EAT8 review Read our version reviewRRP £28,540See the full rangePerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Comfortable ride+Impressive refinementWeaknesses-Mediocre range-Lots of rivals are quicker-Grabby brakesThe Peugeot e-2008 gets a 154bhp electric motor that drives the front wheels, and unless you count the petrol Peugeot 2008 there are no other power options. And that’s just fine: a family SUV hardly needs to offer gratuitous levels of performance.",Whatcar
peugeot,308,"What Car? says...While good looks can help you stand out in a crowd, sometimes beauty is only skin deep. In the case of the Peugeot 308 hatchback, a striking appearance could help it get your attention – but for lasting success it must be as good or better than rival family cars.That won't be easy because there are plenty of other models to consider. So buyers will also be looking at the sharp-handling Ford Focus and Seat Leon, the remarkably efficient Toyota Corolla and the big-selling VW Golf (to name a few).It's a good thing then that the Peugeot 308 has another ace up its sleeve: plug-in hybrid power. That’s something the Golf offers but not the other models and makes the 308 particular worthy of consideration if you're looking for your next company car.So is that enough to propel the Peugeot 308 into the ranks of the best family cars available or is it a case of style and a bit of hybrid tech over substance? Read on to find out how we rate it against rivals (which also include the closely related Vauxhall Astra).",Whatcar
peugeot,e-308,"What Car? says...The fully electric Peugeot e-308 has a lot in common with the regular petrol-powered 308. That's obvious, you might think.After all, while they draw their power from different sources, only an extra letter separates their names, and they look pretty much the same. The same goes for the estate version – the Peugeot e-308 SW. It’s based on the 308 SW but is fully electric.However, did you know that the e-308 also has much in common with the Vauxhall Astra Electric? You see, while the two cars have different names, wear different badges and look distinct inside and out, underneath they're virtually identical, sharing the same batteries and motors.Peugeot e-308 video reviewSo how do you separate these two electric cars? Well, you can read this review to find out how the Peugeot e-308 compares with the Astra Electric and other models you might be considering, including the Cupra Born, MG4 and Renault Megane. Read on to find out how we rate the e-308 and e-308 SW against key rivals...",Whatcar
peugeot,e-308-sw,"What Car? says...We reckon someone involved in the creation of the Peugeot 308 SW estate car is a fan of the hit film School of Rock.Why? Well, in the movie, Jack Black plays a guitarist who discovers it's possible to embrace practicality while still having fun. And that ethos has gone into the 308 SW too: it’s aiming to be sensible and useful but with a hint of fun underneath.As you might expect, the SW is based on the Peugeot 308 and it shares that car's eye-catching looks. It's also available for the first time as a plug-in hybrid (PHEV), which could be good news if you're looking for a company car (and sets its apart from the rival Ford Focus Estate).Oh, and there's also a fully electric version of the SW (as well as the hatchback) – to read about that, see our Peugeot e-308 review.So is the Peugeot 308 SW good enough to compete with the best estate cars out there or should you pick a rival model such as the Toyota Corolla Touring Sports? Read on to find out...",Whatcar
peugeot,408,"What Car? says...Is it an SUV? Is it a saloon car? Is it an estate? Well, what we know for sure is that it’s a Peugeot 408 – and it’s a striking amalgamation of two or three car types.The 408 is mechanically related to the Citroën C5 X and that, to our minds, is an estate car, but the plastic cladding on the 408's wheelarches gives it a bit of an SUV vibe. Ultimately, though, we reckon its sleek silhouette makes it an executive car.Whatever you call it, it’s worth knowing that the 408 is available as a plug-in hybrid and there'll be a fully electric version too (the Peugeot e-408). Rivals include the Skoda Superb and, if you're more interested in the SUV side of things, the Cupra Formentor.Peugeot 408 video reviewIs the Peugeot 408 better than rivals when it comes to performance, interior quality, practicality and running costs? Read on to find out...OverviewThe Peugeot 408 is plush inside and fairly well equipped. The closely-related Citroën C5 X is cheaper to buy and softer riding, but you might prefer the 408’s more tied-down feel and sharper handling. What’s more, the plug-in hybrid 408's slightly longer electric range makes it a better choice for company car users. The entry-level Hybrid 136 engine makes the most sense for private buyers, and we recommend Allure trim.High-quality interiorGenerous rear leg roomEfficient enginesFairly average boot sizeTall adults might struggle for rear-seat head roomSkoda Superb is more spaciousNew car deals Best price from £26,895Estimated from £525pmAvailable nowFrom £26,895Leasing dealsFrom £299pm Our Pick Peugeot 408 1.2 Hybrid 136 Allure 5dr e-DSC6 review Read our version reviewRRP £35,165See the full rangePerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Better body control than the Citroën C5 X+Good performance+Impressive refinementWeaknesses-Slightly hesitant gearbox-PHEV electric range is nothing special-Engines can be a little coarse at timesThe Peugeot 408’s entry-level engine is badged Hybrid 136 and its a 1.2-litre petrol with an electric motor giving a total of 134bhp.",Whatcar
peugeot,3008,"What Car? says...The mimic octopus is one of few animals known to morph into different shapes, either to survive or make itself more attractive. And the Peugeot 3008 we're reviewing here has done the same – by shapeshifting to become more desirable.When the 3008 made its debut nearly two decades ago it looked like a swollen hatchback or mini MPV, then for the second generation it morphed into a more familiar SUV shape. Now this third-generation 3008 combines elements of a family SUV with a sleeker coupé SUV roofline for a more eye-catching ""fastback"" look.Initially, the new 3008 is available with a hybrid petrol engine and a choice of two well-equipped trim levels. There’s also an all-electric version for the first time (to read about that see our Peugeot e-3008 review).Of course, the 3008 isn't the only fastback-style SUV on sale so this all-new model will face competition from quite a few well-established rivals. They range from the Audi Q3 Sportback and BMW X2 to the Renault Arkana and Renault Rafale. There’s also the Cupra Formentor and Peugeot 408 to consider.",Whatcar
peugeot,e-3008,"What Car? says...Like Doctor Who, Peugeot's 3008 has been through several regenerations. It started out as an MPV before transforming into an SUV and then its current ""Fastback"" form. An even bigger change is that it's now available in an all-electric version – the Peugeot e-3008.The e-3008 – which Peugeot calls as a Fastback because of its coupé styling – was designed from the ground up as an electric car and sits on a newly designed platform. There's a choice of power outputs and battery sizes (or, if you're not quite ready to go fully electric, you can get the hybrid or plug-in hybrid Peugeot 3008).Of course, the e-3008 isn't the first electric SUV to hit the market, so it will face competition from quite a few well-established rivals. They include the Kia EV6, Tesla Model Y and Volvo EC40.So is the Peugeot e-3008 a worthy challenger to the best electric SUVs out there and would we recommend buying one? Let's find out...OverviewThe Peugeot e-3008 has a smart interior, competitive charging speeds and a good range by class standards. However, it doesn’t perform as well as some rivals in areas such as comfort, space and practicality. If you do buy one, we recommend sticking with the entry-level Allure trim because it has plenty of standard equipment and keeps the costs down.Smart interiorGood rangeFlexible rear seatsUnsettled rideFiddly infotainment systemLimited leg and head room in the backPerformance & driveWhat it’s like to drive, and how quiet it isStrengths+Long range+Decent performance+Quiet on the moveWeaknesses-Fidgety ride-Lots of travel in the brake pedal-Cumbersome handlingThe entry-level Peugeot e-3008 has a 73kWh (usable capacity) battery providing power to a 207bhp motor that drives the front wheels.",Whatcar
peugeot,5008,"What Car? says...The story of the Peugeot 5008 is rather like that of the ugly duckling. Once upon a time, the popularity of this family-friendly seven-seater was undermined by awkward looks, but then it morphed into something more desirable – in this case, from an MPV to an SUV.Now in its third generation, the 5008 is arguably more striking than ever, but it's not just its appearance that’s changed. The conventional petrol and diesel engines it was previously sold with have now been binned in favour of two hybrid options and an electric version that you can read about in our separate Peugeot e-5008 review.While the e-5008 has few direct rivals, there are a lot of alternatives if you’re considering one of the hybrid 5008s. They include two models that are closely related to each other – the Hyundai Santa Fe and Kia Sorento – plus the Skoda Kodiaq.In this review, then, we’ll look at how the Peugeot 5008 compares with those cars in all the key areas – everything from comfort and quality to practicality and costs – to see if it's now the best seven-seater you can buy.",Whatcar
peugeot,e-5008,"What Car? says...Electric cars that can seat seven people are as rare as black rhinos – and that presents the new Peugeot e-5008 with a big opportunity to steal a march on other brands.You see, while there are now electric SUVs in virtually every manufacturer’s car model line-up, very few have seven seats. The e-5008's rivals are either much more expensive – as the Kia EV9, Volkswagen ID Buzz LWB and Volvo EX90 are – or can't go far on a charge (see the Vauxhall Vivaro Life Electric and other electric MPVs).The e-5008, though, has a competitive starting price and is available with a choice of battery sizes, including a version with an impressive official range of up to 413 miles.Peugeot e-5008 video reviewWhile it's based on the Peugeot e-3008, the e-5008 is bigger and comes with seven seats as standard in every trim. You can also buy regular hybrid and plug-in hybrid versions (to read about those see our Peugeot 5008 review).Of course, being a seven-seater isn’t enough alone to make the Peugeot e-5008 a recommendable car. It also needs to offer the impressive comfort, versatility and value of the best electric SUVs. Does it? Read on to find out...",Whatcar
peugeot,e-rifter,"What Car? says...Considering that the Peugeot e-Rifter has SUV-inspired styling, up to seven seats and is an all-electric vehicle, you’d be forgiven for thinking it’ll be expensive.But no – the e-Rifter is available for a third of the price of the most notable vehicle that fulfils all those criteria, the Tesla Model X. That puts it in the same league as the Nissan e-NV200 Combi, as well as the Citroën e-Berlingo and Vauxhall Combo-e Life.Now, those last two electric van-based MPVs are identical in many ways to the e-Rifter, so you might wonder why we haven't simply written one review for all three and left it at that. Well, there are lots of differences too, and we'll explain them over the next few pages to help you decide which car is best for you.For starters, Peugeot has given the e-Rifter plenty of SUV styling cues to make it the most rugged-looking of the three. All models have lots of black plastic on the outside to shrug off small knocks, and top-spec models even have roof bars on the, er, roof.",Whatcar
peugeot,e-traveller,"What Car? says...Praise be to the Peugeot e-Traveller because you can now drive your extended family through London without burning fossil fuels or having to resort to one of those expensive horse-drawn carriages.Yes, you read that right: this very large eight-seat (or seven, if configured as such) van-based MPV is actually an electric vehicle. The e-Traveller is not only quiet enough to avoid startling the horses trotting down The Mall, but also avoids the congestion charge.Instead of using a diesel engine (as is traditional with van-based MPVs), you get an electric motor with up to 134bhp. The motor gets its juice from a 50kWh battery pack that you can charge at a rate of up 100kW if you can find a charger capable of that speed.The e-Traveller's body and electric tech are essentially the same as you’ll find in a Citroën e-Spacetourer and Vauxhall Vivaro-e Life. If you’re wondering where this Peugeot fits into that hierarchy, just know that both those rivals have stripped-out and rather basic entry-level versions to keep the price low, while the e-Traveller is 'the posh one', aiming to take on the Mercedes EQV.",Whatcar
