brand,model,text,rating,source
mercedes,general,"Is the Mercedes GLE a good car? If you want a luxurious SUV that focuses more on being comfortable than being sporty, the Mercedes GLE is certainly worth adding to your shortlist. It’s a big, imposing seven-seater that’s really spacious inside and has a great selection of engines, but there are loads of posh SUVs that are also worth considering, such as the BMW X5, Audi Q7 and Volvo XC90 – and all of them cost less. Despite its muscular appearance, the Mercedes GLE is offered with a frugal plug-in hybrid engine, so it’s a bit like Arnold Schwarzenegger on a vegan diet. And much like the famous Austrian, the GLE doesn’t exactly blend into everyday life. An update in 2023 gave it a slightly different look, with new lights and a new grille, as well as alloy wheels up to 22 inches in size, but it’s just as handsome and eye-catching as ever, and you won’t lose it in a supermarket car park. The inside more than lives up to the exterior, too. There’s loads of leather and wood – though it’s all fake for eco-friendly reasons, you’d never know so it’s still suitably classy. That said, a BMW X5 just feels a touch more upmarket. Group test: Audi Q7 v BMW X5 v Mercedes GLE v Porsche Cayenne v VW Touareg To help make sure all this wood and leather doesn’t make the Mercedes GLE feel like a stuffy old country club, it also comes with one of the best infotainment systems in the business, courtesy of two sweeping displays atop the dashboard. It’s all very easy to use and responds to your touch quicker than most alternatives. It’s not form over function, though, because there’s loads of space in the front and back with plenty of cubby holes, including nifty heated and cooled cupholders. However, the boot is 630 litres, which is smaller than all alternatives bar the Lexus RX. It should be big enough for most situations, though, and when the third row of seats are folded down you get a flat load area. There are some compromises here for the plug-in hybrid, though – the boot capacity drops, you don’t get reclining rear seats and there’s no seven-seat option. But these are common issues among hybrid alternatives, to be fair. Where the plug-in version makes a case for itself is running costs. It has an official electric range of over 60 miles, but even the more realistic 40 miles you see in the real world means that if you can keep the batteries charged, most people could commute without ever needing the petrol engine. The Mercedes GLE is a big, comfortable, posh SUV, with excellent on-board technology, too Mat Watson Expert Car Reviewer If you can’t keep it charged – or won’t benefit from the low company car cost – there’s a non-hybrid petrol and two diesels, which might suit you better. There are also high-performance AMG 53 and AMG 63 S versions if running costs are less of a concern… The AMG models are the most fun in corners, thanks to having more power and a sportier suspension, but regardless, you’ll want a BMW X5 or Porsche Cayenne if twisty road enjoyment is top of the agenda. Where the Mercedes GLE makes more sense is cruising quietly and comfortably around town and on the motorway. The steering is light and it’s really manoeuvrable for such a big car, while running on electric power in the hybrid makes it particularly quiet, too. Although it doesn’t particularly excel in any area, the Mercedes GLE is still a compelling option. It looks great and has a lovely interior, with enough practicality for most, even if alternatives offer more capacity. Interested? Find out how much you can save by browsing the latest Mercedes deals on carwow. You can also get a great deal on a used GLE, and check out other used Mercedes models. And if you want to sell your car online, carwow can help with that, too.",,Carwow
mercedes,general,"Is the Mercedes GLS a good car? With more and more people driving around in high-riding 4x4s, it’s becoming increasingly difficult to look down one’s nose at the general public from the back of large luxury saloons. The Mercedes GLS solves this first-world problem – it’s gigantic in every way, and it’s essentially the Mercedes S-Class of SUVs. It’s a bit like a Gucci handbag compared with a Gucci purse; both are very posh and very expensive, but one is a bit bigger and more practical than the other. But just how gigantic is it? Well, the GLS is longer than a BMW X7, though it’s about the same as a full-size Range Rover. You also won’t mistake it for either of those, because it has a Mercedes badge the size of a dinner plate on its grille – now even larger courtesy of an update in 2023 – between LED headlights and above large air intakes. At the side are huge alloy wheel options up to 23 inches, box wheel arches and illuminated running boards, while at the back, you’ll find a roof spoiler at the top and LED rear lights. It's all very big and imposing, but there's not a huge amount of difference compared with pre-update models. What's more, our test car had gaps between some panels and a boot that was misaligned, as well as condensation in the headlights. Annoying in a family hatchback, disappointing in a luxury SUV... Group test: Mercedes GLS v Tesla Model X v BMW X7 Subtle updates inside don't change the fact that the GLS has a more visually engaging interior design than a BMW X7 or Audi Q7. For starters, it has a huge one-piece screen for the instruments and infotainment flanked by two massive air vents. Below that sit four further squared vents set into wood or metal trim. It’s not all good news, though – some of the car’s switches feel too flimsy for a car at this price level and there are some cheaper-feeling plastics at the bottom of the dashboard and doors. A Range Rover feels much more posh inside. Still, Mercedes’ MBUX infotainment system is one of the best on sale, and the introduction of the latest version only cements its place atop the podium. It’s also one of the coolest-looking setups around, with two huge screens that merge together to form one wide wraparound display through which you control everything from the climate control to the built-in sat-nav. There are no issues with interior space, though. The Mercedes GLS is a proper seven-seater, meaning two adults will be comfortable in all three rows, and even three sat side-by-side in the middle row won’t complain too much – though an X7 is roomier with seven on-board. The GLS’s boot is massive, too, whichever configuration you have it in; even with all seven seats in place, there’s more space than a Mercedes A-Class, and in five-seat mode it has more than an X7 or Range Rover. Mercedes calls the GLS the 'S-Class of SUVs' and it's comfy and quiet enough to live up to that billing. It's just a shame it doesn't feel as high quality inside in places Mat Watson Expert Car Reviewer You can choose between a petrol or a diesel engine with the standard GLS, while the high-end Mercedes-Maybach and AMG versions feature high-powered petrol engines. It's a shame there's no plug-in hybrid version for company car buyers. Regardless, both engines offer punchy power that comes in handy for sprinting down motorway slip roads to join traffic, and once the GLS is at a cruise it proves extremely quiet and comfortable for the most part – though the air suspension can feel like it's almost skipping over bumps from time to time. On country roads, the X7 is a more agile SUV, but there isn’t much in it and nobody is buying these cars for the way they go around corners. No, you’ll be more likely to see the GLS creeping around town, where its light steering, standard 360-degree cameras and parking aids make it easier to manoeuvre than you might think. So, the Mercedes GLS is the S-Class of SUVs in terms of its size, technology and wonderfully comfortable driving experience, if not quite its interior quality. Even so, if you’re convinced, make sure you check out our Mercedes GLS deals for the best prices. You can also browse the latest used GLS models or see what other used Mercedes are for sale. Want to sell your car online? You can do that through Carwow, too.",,Carwow
mercedes,general,"Is the Mercedes G-Class a good car? The Mercedes G-Class is a premium SUV that’s capable of wafting you around in luxury and taking you almost anywhere off the beaten track. You’re more likely to see it on your local high street than out in the woods though – a lot like a pair of Hunter wellington boots. If you’re looking at a G-Class, you’ll probably have your eye on the Land Rover Defender, Porsche Cayenne and BMW X7 as well – all of which are capable alternatives. The looks of the G-Class are very retro and classic off-roader, with its boxy shape, round headlights and large windows, while you get silvery trim detailing too. For the cabin, you get a similar mix of premium and utilitarian. There’s a lot of leather upholstery options and brushed aluminium that can be teamed with either gloss black or open-pore wood trim, while there are two large screens for your driver’s display and infotainment touchscreen. You can fit five people in the cabin in comfort, with plenty of head and legroom for adults in the back – even your tallest mates will fit. Watch: New G63 AMG vs Old G63 off-road race While the 667-litre boot is very spacious, the Land Rover Defender 110 and Porsche Cayenne both have more space to work with. The three-door Defender 90 is much smaller though, while the seven-seat BMW X7 has less room with all the chairs in place. You can choose between the 440d diesel and the AMG-tuned G 63, both of which come with a nine-speed automatic transmission and all-wheel drive. If you want to use that all-wheel drive where it’ll show its worth, you get three differential locks to stop wheels spinning or slipping on loose surfaces. There are special driving modes suited to different situations too, such as Slippery and Sport+. Even if it’s well-suited to driving off Tarmac, the G-Class is supremely comfortable when you’re driving in town. You get adaptive damping on the suspension, which makes the G soft and comfortable over bumps – even at slower speeds. But as the body is quite chunky, getting in and out of small streets and car parks can be tricky. The new G-Class is a far cry from the old-fashioned model it replaces. It’s just as imposing to look at, even more luxurious inside and – in G 63 trim – faster than some supercars! Mat Watson Expert Car Reviewer When you take the G-Class onto the motorway, you get a lot of safety assistance systems to take the strain out of long-distance driving. While the G-Class has a boxy shape that could mean a lot of wind noise, Mercedes has done an excellent job of insulating it from that. Take it on a twisty road and the G-Class does start to lean even with the adaptive suspension, but if you choose the AMG G 63, you get uprated brakes and sportier suspension components to make it more capable. A Porsche Cayenne or a BMW X7 are better at hustling down a back-road, though. Taking all of that into account, the Mercedes G-Class is an excellent selection in the premium SUV market with a high-end cabin and comfortable ride, although it is one of the more expensive options and isn’t quite as fun as alternatives. Check out our latest Mercedes G-Class deals or browse the extensive used G-Class stock from our network of trusted dealers. You can check out the best used Mercedes deals with us too, while you can even sell your car through carwow to get the best price.",,Carwow
mercedes,general,"Is the Mercedes EQA a good car? The Mercedes EQA is a small-ish electric SUV, and an alternative to the likes of the BMW iX1 and Audi Q4 e-tron. You’re actually spoilt for choice for similar cars around the £50k price tag, with the likes of the Volkswagen ID4, Tesla Model Y and Skoda Enyaq all offering combinations of value, practicality and range. The EQA is based on the combustion-engined Mercedes GLA, and compared with that car it's a bit like meeting an android version of yourself. It looks really familiar, but it goes about things in a quieter and more efficient way. You can’t imagine the EQA having a laugh or telling rude jokes; it’s like a really sensible version of you. So how do you tell the difference between the two? Well the main difference can be found up front. With no hot engine under the bonnet to cool, Mercedes has removed the grille and replaced it with some shiny plastic. There is a small air intake lower down to help cool the batteries, just like on the bigger EQC, and the bumper was tweaked in early 2024 with a new design as part of a mid-life update. Mercedes EQA: electric range, battery and charging data Range: 260-346 milesEfficiency: 3.3-4.3 miles per kWhBattery size: 67kWh / 71kWhMax charge speed: 100kWCharge time AC: 9hrs 15mins, 10-100%, 7kW / 10hrs, 10-100%, 7kWCharge time DC: 32mins, 10-80%, 100kW / 35mins, 10-80%, 100kWCharge port location: Right rearPower outputs: 190hp / 228hp / 292hp It’s a bit trickier to tell the Mercedes EQA from the GLA when you look at it from the side, with this electric car having the same smooth, pebble-like shape as its petrol-powered stablemate. The EQA does come with some unique alloy wheels though, kicking off at 18 inches and rising to 20 inches. They’ve also been designed to cut through the air more efficiently than the GLA’s rims, helping to eke out a few more miles from a charge. The designers have been busy at the back, too. You get some new brake lights and a full-width light bar like at the front. And, because this takes up a lot of space on the bootlid, Mercedes had to move the number plate down onto the bumper instead. The EQA’s interior is basically the same as the GLA’s. It has the same simple layout and an almost identical dual-screen infotainment system as standard. This means you get two 10.0-inch displays that look great. There’s also the ‘Hey Mercedes’ voice command feature, which tries its best to understand commands spoken in plain English. This system isn’t as good as BMW’s personal assistant, though. The Mercedes EQA feels classy enough, but it’s really let down by its practicality Mat Watson Expert Car Reviewer Sat-nav comes as standard, and it’ll let you program routes according to where the fastest charging points are located, and how much charge you want to have in reserve when you arrive. There are four trim levels to choose from: Sport Executive, AMG Line Executive, AMG Line Premium and AMG Line Premium Plus. They have similar names and similar specifications, with even the base models getting most of the standard kit, short of augmented reality sat-nav, an upgraded sound system and wireless phone charging. You also have three battery and motor combinations to choose from. The EQA 250+ has the largest battery and front-wheel drive, and the result is the longest range in the line-up at up to 346 miles. The EQA 300 gets dual motors and a smaller battery, resulting in more power but a lower 266-mile range figure. You can get adaptive suspension on top-spec models, which lets you choose soft, comfortable settings, or firm everything up to make the EQA feel sportier to drive. It works well, dealing with road scars and speed bumps, but it’s not the most comfortable electric car you can buy. A Hyundai Ioniq 5 is more cosseting. Like the look of the Mercedes EQA? Take a look at the new Mercedes EQA and used Mercedes EQA cars currently listed for sale on Carwow. You can also browse other used Mercedes cars from our network of trusted dealers. And if you need to sell your current car first, Carwow can help with that, too.",,Carwow
mercedes,general,"Is the Mercedes EQB a good car? The Mercedes EQB is one of the few all-electric seven seaters on the market today. Based on the GLB, it’s a bit like a Victorian detached house which has been modernised with solar panels. It retains the charming style, but it’s a bit greener and cheaper to run. Those shopping for an all-electric seven-seater aren’t exactly spoilt for choice. Besides the EQB, you may also be looking at the more expensive Kia EV9 or something more utilitarian like a Citroen e-Spacetourer. The forthcoming Peugeot E-5008 is the closest comparison though. If you don’t need the extra pair of seats, you could consider a BMW iX1 or an Audi Q4 e-tron. To help tell this electric car apart from the GLB the grille has been blanked off with shiny plastic trim and a sleek-looking LED light bar runs between the re-shaped headlights. Elsewhere it’s more of a conventional SUV when compared to its smaller sibling, the EQA, with slab sides and a more square rear end design. Mercedes EQB: electric range, battery and charging data Range: 242-321 milesEfficiency: 3.2-3.9 miles per kWhBattery size: 67kWh / 71kWhMax charge speed: 100kWCharge time AC: 6hrs 30mins, 0-100%, 11kW / 5hrs 45mins, 0-100%, 11kWCharge time DC: 30mins, 10-100%, 100kWCharge port location: Right rearPower outputs: 188hp / 225hp / 288hp Step inside and you’ll find a suitably classy cabin, with an interesting two-step dashboard and plenty of posh-feeling materials around the place. You get a couple of 10.0-inch screens sitting proudly atop of the dashboard, and some models get a head-up display - all of which are very clear and easy to read. You won’t be wanting for more space inside either. That boxy shape affords great headroom, and legroom is pretty generous as well. The rearmost pair of seats are pretty tight, they’re only really suitable for children, but the middle row can slide forward to create an adequate amount of space for adults on shorter trips. This all-electric seven-seater is great for families, but just be careful of adding too much kit as it’s expensive enough already Mat Watson Expert Car Reviewer Being based on the petrol-powered GLB, a chunk of the EQB’s boot space has been taken up by the battery pack under the floor. As a result you get up to 495 litres of luggage space, down from 570 litres in the GLB. It may be slightly larger than the BMW iX1, but a Skoda Enyaq offers a lot more luggage space. Speaking of batteries, there are a couple to choose from. There’s a 70kWh pack which comes paired to a 190hp electric motor on the front wheels, and it’s this car which yields the most range at 321 miles. There are also a couple of dual-motor cars, both with a 66kWh battery and 255 miles of range. Those figures are pretty good, but the Skoda Enyaq, Ford Mustang Mach-E and forthcoming Peugeot E-5008 will all go further on a charge. From behind the wheel though, the EQB is arguably the most relaxing to drive out of all these alternatives. It’s manoeuvrable, the visibility is great over that square bonnet and the cabin is nicely hushed. Out on a twisty road the EQB handles itself quite well. There might not be much in the way of fun to be had, but it feels pretty secure through the corners and there’s not too much body roll. The suspension is on the firm side though, something which can make the car feel a bit jittery over broken surfaces. It’s still a very comfortable way to travel, but a Volvo XC40 Recharge is slightly more relaxing. One thing against the EQB is that it’s quite pricey. But if you want the best price, check out the latest Mercedes EQB deals on Carwow, or browse used EQB models from our network of trusted dealers. You can also take a look at other used Mercedes, and when it's time to sell your car, Carwow can help with that, too.",,Carwow
mercedes,general,"Is the Mercedes EQC a good car? Few things move as quickly as an electric car, apart from electric car technology. Revealed in 2019, the Mercedes EQC was the automaker’s first all-electric EQ vehicle, based on the GLC SUV, it wowed with its silent and effortless performance, smooth ride, and impressive tech. Five years on and the electric SUV segment is burgeoning with impressive alternatives. Electric cars like the BMW iX, Ford Mustang Mach-e, and Tesla Model Y all offer a similarly silky driving experience, but the EQC still remains a solid choice. Unlike the overtly futuristic designs of some alternatives, the EQC looks very much like the rest of Mercedes’ SUV offerings, especially since most of the range now shares its narrow headlight design and curvy detailing around the windows and roofline. Mercedes EQC: electric range, battery and charging data Range: 245-254 milesEfficiency: 2.7-2.8 miles per kWhBattery size: 80kWhMax charge speed: 110kWCharge time AC: 7hr 30mins, 10-100% at 11kWCharge time DC: 40 mins, 10-80% at 110kWCharge port location: Right side rearPower outputs: 402hp The interior will also be familiar to Mercedes owners, with two wide digital screens taking centre stage and a row of physical buttons placed below them. The rectangular air vents are the only obvious departure from the norm. The infotainment system is intuitive, with most major functions accessible without having to scroll through endless sub-menus. Interacting with the system can be done either through the central touchscreen, via the centre console touchpad, or the ‘Hey Mercedes’ voice feature. The voice recognition software responds to select commands and allows you to change things like the interior temperature or radio station without taking your hands off the steering wheel. Even though it is packed with features, the infotainment system is one area where the EQC is starting to show its age a bit. The latest iDrive system in the BMW iX, as well as some newer Mercedes models feature slicker setups with even larger screens. The Mercedes EQC is a decent all-rounder, but newer alternatives have faster charging and slicker infotainment Mat Watson Expert Car Reviewer One aspect of the EQC that never gets old is its spacious interior. Four adults will have no trouble getting and staying comfortable on long trips, and the ride quality is also impressive over pockmarked surfaces. The silent EV powertrain and vault-like build quality of the EQC make it a consummate motorway cruiser, with little wind and tyre noise making its way into the cabin. The advanced all-wheel drive system can apportion power between the two axles depending on the traction available. The driver assistance systems aren’t quite as advanced as some newer offerings, but the EQC can still drive along the motorway, braking, accelerating, and steering for you as long as you don’t remove your hands from the steering wheel. The official range between charges is 255 miles, on par with the base BMW iX, but a bit behind the Jaguar I-Pace and Tesla Model Y. Its maximum charge rate of 110kW is falling a bit behind too – it takes about 40 minutes to go from 10-100% at a public charger, but that number would be closer to 30 minutes in newer alternatives. All things considered, this remains a solid choice among electric SUVs, so if you want the best price check out Carwow’s Mercedes EQC deals or browse used EQCs from our network of trusted dealers. You can also see other used Mercedes stock, and when it’s time to sell your car, Carwow can help with that too.",,Carwow
mercedes,general,"Is the Mercedes EQE a good car? This is the latest in a growing line of electric saloons, the Mercedes EQE. It’s a car to consider if you’ve shopped around for a Porsche Taycan or Audi e-tron GT. If the Mercedes EQS is Dr Evil of Austin Powers fame, the Mercedes EQE is like Mini-Me. It’s a near-identical clone of the big luxury car, albeit cut down to a smaller scale. It’s perhaps to a fault just how similar the EQE is to its larger counterpart. It’s remarkably close upfront, with near-identical headlights and bumper. Even down the side, it has the same not-quite-coupe, not-quite-traditional-saloon silhouette. As standard, you’ll be able to have the Mercedes EQE AMG-Line with 19-inch alloy wheels. Higher-spec AMG Line Premium and Premium Plus will get 20- and 21-inch units, while Exclusive Luxury trim gets a more subtle 21-inch design. The shrunken EQS theme continues to the back with its LED lightbar, gloss black diffuser and slight spoiler on the boot. It’s not exactly an exciting looking car, and being so close to the EQS doesn’t do it many favours, but it’s certainly not offensive. Hop inside the Mercedes EQE and you’re met with fake leather upholstery. Go for a Luxury car though and you will get Nappa leather. Dominating the dashboard of some continental EQE cars is the huge Hyperscreen infotainment system, though this is not yet confirmed to be coming to the UK. You’ll need to make do with a smaller system, but more on that shortly. Mercedes EQE 300 AMG-Line cars that will be coming to the UK will get subtly pinstriped wood inserts on the dashboard, though it also gets ambient lighting surrounding the dashboard for a bit of a classier feel. As for the screens, there’s a 12.3-inch digital driver’s display while the central system measures at 12.8-inches and contains Mercedes’ fantastic MBUX infotainment tech. This is super responsive and has the rare inclusion of a genuinely decent voice assistant in a car. If you’d prefer to mirror your phone, both Android Auto and Apple CarPlay are supported, too. If you want the ultimate tech package, go for the AMG Line Premium Plus. This gets cool stuff like a Burmester surround sound system and even lights that can project directions onto the road Mat Watson Expert Car Reviewer You’ll be able to seat three in the back of the Mercedes EQE, though you might want to keep this to two adults at most. The backrests are tilted quite high and because the seats have been mounted low, there’s not a whole lot of space to stretch your feet out. Headroom in the back isn’t all that generous either. It’ll be fine for kids for sure, but taller adults might find it quite tight — especially with the sunroof blind closed. As for boot space, the Mercedes EQE gets 430 litres. That’s a touch better than the Porsche Taycan’s 407 litres and Audi e-tron GT’s 405 litres. However, both of those cars have extra storage under the bonnet — which the EQE doesn’t offer. In the UK, you can currently only order the Mercedes EQE in 300 guise, or in expensive AMG EQE 53 form. The 300 comes equipped with a single motor producing 245hp, with a claimed 0-60mph time of 7.3 seconds. The AMG 53 model gets two motors, four-wheel drive, and 625hp. Other markets will get the 408hp Mercedes EQE 500, but no word on if or when that will be coming to these shores. Both versions use the same 90kWh battery, though. In the EQE 300, this is claimed to return as much as 384 miles. Realistically though, that figure will likely be closer to the 300-mile mark in real-world driving. The AMG version manages a claimed 290 miles between charges. Where the Mercedes EQE best excels is out on the motorway. Its super-supple air suspension makes light work of bumps, and its cosy front seats are a great place to chew miles up. It’s not going to be the last word in fun, though, coming in quite heavy and wafty. If you’re wanting a more involved drive, the Porsche Taycan will be the way to go. Ultimately, the Mercedes EQE is a car to consider if you’re looking for a tech-filled electric way to chew miles up and down the country. Just don’t expect it to turn that many heads. If you want to get a Mercedes EQE, you can through carwow, as well as other Mercedes models. You can lease a Mercedes through carwow as well, while you can get used Mercedes models here too. To help you change your car altogether, you can sell your car, where you can get carwow's trusted dealers to get you the best price for your car.",,Carwow
mercedes,general,"Is the Mercedes EQE SUV a good car? The Mercedes EQE SUV runs in the same vein as the EQE saloon by being the mid-size option for Mercedes – this time in the SUV segment. The all-electric model has been produced in a similar vein to the EQS and EQS SUV by being the built-up version of the electric saloon, and carries similar styling. It looks a lot like Mercedes has put the EQS SUV through a photocopier and set it to 80%. If you weren’t told which one was which from a picture, you wouldn’t be able to tell the difference. The face of the EQE SUV has a large black faux grille with lots of three-pointed stars inside it, while there are large inlets around the bottom edge. Along the side, it’s a pretty standard SUV shape, while the back of the car has a light bar connecting the rear brake lights. The roofline is designed with aerodynamics in mind – as the EQE and EQS-derived vehicles look a lot like a smoothed pebble or Apple Magic Mouse. In the cabin, you’ll find wood trim and black leather upholstery as standard alongside piano black in the middle and metallic detailing around the edges and vents. You also get a central touchscreen and a digital driver’s display behind the steering wheel, while ambient lighting adds colour to the darker areas of the cabin. If the EQE and EQS SUV are anything to go by, the EQE SUV should have loads of space in the cabin, with the flat floor allowing for lots of foot and legroom, while headroom should also be excellent. The boot is 520 litres, which isn’t spectacular, but it’s more than a BMW iX – likely to be a close alternative. The Audi Q8 e-tron has a 569-litre space though, while a Jaguar I-Pace has a 577-litre boot. You get two battery options with the EQE SUV, both coming with 4Matic all-wheel drive and each with a different motor. The 350 ‘entry’ version gets an 89kWh battery, while the 500 is fitted with a 91kWh pack – so there’s little difference there. Where the 500 steps ahead of the 350 is its power output. The lower-powered 350 has 288hp and 765Nm of torque, while the 500 develops 402hp and 858Nm, meaning more performance but less range. The EQE SUV comes with similar features to its bigger EQS sibling, but it’s expensive and doesn’t stand out very much Mat Watson Expert Car Reviewer With the smaller battery yet less powerful motor setup, you can get up to 334 miles, while the 500 gets up to 324 miles despite the larger battery pack. For charging, both can be charged on AC at 22kW, while DC charging rates are capped at 170kW – still quick enough to charge the batteries from 10-80% in around 30 minutes. If the EQS SUV and EQE are anything to go by, the EQE SUV should be quiet, comfortable and easy to drive around. The town aspect could be tricky though, as the EQE SUV has a 12.3m turning circle that larger cars, like the Range Rover, can easily beat. The top two trims do get 10-degree rear-axle steering to help that though. As standard there’s a reversing camera, but only the entry model doesn’t get all-around cameras, making urban life slightly simpler. With air suspension as standard, long-distance comfort should be excellent. All but the entry model get adaptive cruise control and blind spot monitoring alongside other key safety systems, so the base AMG Line – although the most affordable – may be the one trim to avoid. Weighing north of 2,500kg, the EQE SUV probably won’t be the most dynamic car to drive. Sure you’ll have plenty of punch from the motors and the air suspension should deal with most of the lean that you’ll get going through sharper bends, but we don’t expect it to be a sporty SUV. Leave that to the likes of the BMW iX M60 or Porsche Cayenne Turbo GT if you still want some petrol power in your life. One major drawback of the EQE SUV is the price. Starting from £90,560, it certainly isn’t cheap and it is severely undercut by the BMW iX and Audi Q8 e-tron – similarly-sized alternatives that offer a comparative finish and feel. Once we’ve driven the EQE SUV, we’ll update this with our full impressions. But in the meantime, check out deals on Mercedes models on carwow, where you can also buy used Mercedes models that could be more your style. If you want to save up some money for an EQE SUV or sell the car you’ve currently got, you can sell your car through carwow. Our trusted dealers will bid on your car to get you the best price for it.",,Carwow
mercedes,general,"Is the Mercedes EQS a good car? The Mercedes EQS is, as that last little letter suggests, the electric equivalent of the mighty S-Class luxury saloon. Styled to look like a worn-smooth bar of soap, the EQS slips through the air to score a lengthy claimed range number. It’s like wrapping one of those Olympic swimming suits around a big battery pack. It’s a more distinctive looking car than the S-Class, which remains a traditional, upright saloon car. The EQS’ roof seems to run in one single huge curved line from the front wheels to the rear ones, and it’s almost a mono-box shape, like someone squashed a Ford Transit. It’s a much more practical car than the smaller EQE saloon too. The two cars share a lot of battery and motor technology, but the EQS is actually a massive hatchback, with a fastback boot lid that opens up to reveal lots of cargo space. Is it gorgeous? Not quite, but it’s kind of cool in a science-nerdy way. If you want it to look a bit more traditional, you can optionally have the EQS with the old-school stand-up Mercedes badge on the edge of the bonnet. The EQS’ sheer size — it’s a really big car — means that you get a huge range. In fact the bigger-battery 450+ model can go for a claimed 481 miles on a full charge, while even the basic (not that any EQS is exactly basic) 350 version can manage a claimed 409 mile range. Watch: BMW i7 v Mercedes EQS range test Having a big range means also having a big battery, and the EQS certainly has one of those, with a 450+ model stretching to 118kWh of stored energy. Don’t worry, though; the battery also charges up quickly, at up to 200kW of DC power (the smaller battery charges at 170kW), so you should be back on the road fairly soon. In fact, you can — in theory — add as much as 186 miles of extra range in just 15 minutes’ charging, if the charger and the battery are both in their happy places. There’s 22kW AC charging for when you have more time, but charging at home on a 7.4kW wallbox can take a staggering 17 hours (!) from empty to full. Mercedes EQS: electric range, battery and charging data Range: 377-481 milesEfficiency: 3.3-3.6 miles per kWhBattery size: 96-118kWhMax charge speed: 170-200kWCharge time AC: 13-17hrsCharge time DC: 31-32minsCharge port location: Right rearPower outputs: 292-360bhp Inside, as standard you now get the massive ‘Hyperscreen’ dashboard, which packages three separate screens under one massive glass cover that seems to be the size of a snooker table. There’s an instrument display for the driver, a big main infotainment screen, and a smaller passenger-side screen, just in case whoever’s in that seat doesn’t fancy holding their phone. As you’d expect from a Mercedes with an S badge, there’s tremendous quality in the cabin, with lots of shiny metal, carefully polished wood, and soft leather. The built-in pillows on the headrests are positively decadent. It’s not all good, though — probe around the edges and you will find some cheap materials that have no place in a car this expensive. Performance is brisk, but nothing spectacular. Both the EQS 350 and the 450+ will crack the 0-62mph run in under seven seconds, but the 2,600-2,700kg kerb weight clearly takes a toll on that. Better to just sit back and cruise and extend that range as far as you can. The EQS 450+ offers all the range you could ever need Mat Watson Expert Car Reviewer There’s tremendous comfort, with standard Airmatic air suspension, and there’s even a camera in the windscreen that can spot bumps coming up in the road ahead, and warn the suspension so that it can react with more grace. Better still, that system can even remember where the bumps are for later. That’s not all, as you also get rear wheel steering for a tighter turning circle. For all the comfort, though, the EQS isn’t brilliant to drive. It’s very soft and squashy on its suspension, and can feel a bit like a luxurious canal barge at times. The ultra-soft brake pedal doesn’t inspire much in the way of confidence, particularly in town. The EQS is also very, very expensive with even the cheapest version coming in a few quid short of six figures. Still, if you like the idea of a silent, super luxurious electric limousine that’s jam-packed with impressive technology, then you’ll love the Mercedes EQS. Check out some incredible Mercedes EQS deals at Carwow, or get a great price on a Mercedes EQS leasing deal. You can find a used Mercedes EQS for sale, or search for other used Mercedes models for sale - and remember that you can also sell your old car through Carwow too.",,Carwow
mercedes,general,"Is the Mercedes EQS SUV a good car? If you’re in the market for a premium electric SUV, you need to be looking at the Mercedes EQS SUV. You’re spoilt for choice in its segment, as the Mercedes goes up against the BMW iX, Tesla Model X and Volvo EX90 that definitely grab the attention. It’s like choosing a classy Chanel handbag, instead of one from Louis Vuitton, Gucci or Prada – it’s all down to what style you prefer and suits you best. Taking the styling cues from the EQS saloon, the SUV is effectively a jacked-up version of the high-end cruiser. You have the same large solid ‘grille’ with the Mercedes star and mini logos in the design, but it’s all a bit taller and more imposing. It also comes with a high roofline that gets lots of glass to help brighten up the cabin, while you get a full-width lightbar across the back – which doesn’t have the most exciting look, much like the other bespoke Mercedes EVs. Mercedes always does a stylish job with its cabins, so the EQS SUV is pretty swish inside. Large screens, shiny trim pieces and high quality materials are the name of the game here, and that makes for a lovely experience. There are some scratchy plastics on the stalks though, which are quite a let-down in a car at this price point. Space-wise, you have plenty. The front seats have lots of adjustment, while the rear offers lots of head and legroom. There’s a flat floor for your feet to slide under the front seats and you could easily get three in the back, although headroom at either side may be limited by the roof cutting in sharply. Practicality is good with the EQS SUV. The 880-litre boot with five seats is considerably better than a BMW iX’s 500 litres, but it’s outclassed compared to the Tesla Model X and Volvo EX90 in five- and seven-seat layouts though. No luxury electric SUV comes close to the EQS SUV. It’s comfy, quiet and very nice to drive Mat Watson Expert Car Reviewer Take the EQS SUV out for a drive and you’ll find that the premium fit and finish is just as obvious on the road. The standard air suspension helps soak up most bumps – unless they’re really sharp ones at slow speed – and that allows for smooth, almost unrivalled comfort in town. The electric motors give you plenty of performance out of junctions and away from lights, while the steering isn’t heavy at all. You get rear-wheel steering as standard to help with manoeuvring and 360-degree cameras and parking sensors as well, so you shouldn’t be bumping into things. But even without the cameras, visibility is great – although the A-pillar is quite chunky. Out of town and you could easily do a lot of miles in the EQS SUV. The standard-fit seats are superbly comfortable – although only top-spec Business Class models get massage seats. As standard, you get the full suite of safety systems available, including blind spot monitoring, adaptive cruise control, lane keep assist and emergency braking assist. The EQS SUV isn’t really made for dynamic driving, but with sport mode engaged, body control on a twisty section of road is very good without disrupting ride comfort too much. You wouldn’t class it as exciting though. If you like the look of the Mercedes EQS SUV, get the latest prices and deals on one through carwow as well as other Mercedes models. You can also get used Mercedes models through carwow, and if you want to change your car completely, you can sell your car with the help of our trusted dealers.",,Carwow
